name,website_link,reservation_link
Manducatis Rustica VIG,http://www.manducatisrustica.com/,Not found
Woodbines,http://www.woodbineslic.com/,Not found
Gantry Bar & Kitchen,https://www.gantrybar.com/,Not found
THE BARONESS,http://www.thebaronessbar.com/,http://thebaronessbar.com/
Centro Pizza Bar & Italian Kitchen,https://www.ordercentropizzabar.com/,Not found
Chairman Sun,https://www.chairmansun.com/,Not found
The Gutter Bar LIC,https://www.thegutterlic.com/,Not found
The Infamous,https://infamousbar.com/,Not found
Sir Jules Rooftop,http://www.sirjules.club/,https://www.opentable.com/restaurant/profile/1358242?ref=1068
Han Dynasty Long Island City,https://www.handynasty.net/location/long-island-city/,https://resy.com/cities/ny/han-dynasty-long-island-city
Brooks 1890,http://brooks1890.com/,https://tableagent.com/new-york-city/brooks-1890/
CityView Racquet Club,http://www.cityviewracquet.com/,Not found
43 Bar & Grill,https://www.bar43.com/,Not found
The Soccer Republic at Bar 43,https://bar43.com/,http://bar43.com/contact/
The Lowery Bar & Kitchen,http://www.theloweryqueens.com/,Not found
Flynn's Garden Inn,https://www.facebook.com/flynns.gardeninn,Not found
Quaint,Not found,Not found
Claret Wine Bar,http://www.claretwinebar.com/,Not found
The Globe Tavern,Not found,Not found
Sanger Hall,http://sangerhall.com/,Not found
The Alcove,https://www.facebook.com/thealcoveny/,Not found
Belo,Not found,https://resy.com/cities/hob/belo-bar
Copper Kettle Bar & Restaurant,https://copper-kettle-bar-restaurant.ueniweb.com/,Not found
La Adelita De Woodside,https://laadelitadewoodsideny.com/,Not found
Solid State,http://solidstatenyc.com/,Not found
Tres Coronas,Not found,Not found
Deseos Lounge,https://m.facebook.com/deseosnightclub/,Not found
Donovan's Pub,https://donovansny.com/?y_source=1_NjIzNzI2NTItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Not found
"The Wild Goose Pub, NYC",http://wildgoosenyc.com/,Not found
The Beerkeeper,http://www.facebook.com/thebeerkeepernyc/,Not found
Sean Og's,,Not found
CHOWK,https://www.instagram.com/chowknyc,Not found
Woodside Cafe,Not found,Not found
Station Bar,Not found,Not found
The Dugout,,Not found
The Woodlot,https://www.thewoodlotnyc.com/,Not found
Thamel NYC,http://nyc.thamel.us/,Not found
Tijuana bar,Not found,Not found
Scorpion Bar,,Not found
SANTA MARIA BAR,Not found,Not found
Pl,Not found,Not found
Pasiones Sports Bar,Not found,Not found
Bar 69,Not found,Not found
Bailar tapas bar,Not found,Not found
Deum Bar NYC,https://www.facebook.com/deumnyc/,Not found
Tipsy Mandala,,Not found
Upstairs Cocktail Bar,https://upstairscocktailbar.com/,Not found
บลา บลา บาร์,Not found,Not found
MB Bar Boutique,,Not found
Duo Gastropub,,Not found
Alfonso's Bar,,Not found
KTM Bar and Lounge,https://ktmbarandlounge.com/,Not found
75 Blue Bar Corp,,Not found
Rest Place,Not found,Not found
Villar,Not found,Not found
Olympia Billiards,Not found,Not found
Harlem Hops Chelsea,http://harlemhopschelsea.com/,Not found
Due Madri,http://www.duemadri.co/,Not found
City Winery New York City,https://citywinery.com/new-york-city,https://resy.com/cities/ny/city-winery-new-york-in-hudson-river-park
The Tippler,http://www.thetippler.com/,Not found
Dickson's Farmstand Meats,http://www.dicksonsfarmstand.com/,https://resy.com/cities/ny/dicksons-farmstand-meats
Buddakan,http://www.buddakannyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,https://buddakannyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Reservations&utm_campaign=MapLabs
Bar Suzette,http://www.barsuzettenyc.com/,Not found
NBetween,https://www.nbetween.bar/,https://resy.com/cities/ny/nbetween
Hearth on the High Line,https://www.restauranthearth.com/hearth-on-the-high-line/,Not found
Day Drinks,Not found,https://www.sweetandvicious.com/contacts
CORKBUZZ,Not found,Not found
Puttery,https://www.puttery.com/locations/new-york,https://www.opentable.com/restaurant/profile/1356118?ref=1068
Bathtub Gin,http://www.bathtubginnyc.com/,https://resy.com/cities/ny/bathtub-gin
Salinas Restaurant,http://www.salinasnyc.com/,https://salinasnyc.com/
Electric Room,http://electricroomnyc.com/,Not found
Gym Sportsbar,http://www.gymsportsbar.com/,Not found
PHD Rooftop Lounge at Dream Downtown,https://taogroup.com/venues/phd-lounge-new-york/,Not found
T Lounge,http://www.tlounge.nyc/,Not found
Cooper's Craft & Cocktails,http://coopersnyc.com/,https://resy.com/cities/ny/coopers-craft-and-kitchen-east-village
ZiZi,Not found,Not found
Lasagna Restaurant,http://lasagnarestaurantchelsea.com/,https://www.opentable.com/restaurant/profile/63439?ref=1068
Shaffer's,http://shaffersnyc.com/,https://shaffersnyc.com/reservations
REBAR Chelsea,https://rebarchelsea.com/,Not found
Bar Bonobo,https://barbonobo.com/,https://resy.com/cities/ny/bar-bonobo
Crown Alley,Not found,Not found
Adélaïde's Salon,Not found,https://www.adelaide-salon.com/calendar
Daddy Rabbit,,Not found
Jungle Bird,Not found,https://resy.com/cities/ny/junglebird
Bar 21,Not found,Not found
Café-Flor / Bar 21,https://www.raulavilainc.com/Raul_Inc/cafe,Not found
Malibu Diner,http://malibudinernyc.nyc/,Not found
Bar Veloce,Not found,Not found
Le Zie,Not found,Not found
Elmo,Not found,https://resy.com/cities/ny/elmo
Peter McManus Cafe,http://www.mcmanus.nyc/,Not found
Merchants NY,https://www.merchantsny.com/,https://www.merchantsny.com/reservation/
The Copper Still Chelsea,http://www.thecopperstillnyc.com/#homegoAtYg8byTLhGPtLPuP7S4Gw4-2065185063&key=YAMMID-1637708374888&link=https://thecopperstill7thave.dine.online,http://www.thecopperstillnyc.com/food-chelsea/
TLR NYC - The Life of Riley,http://www.thelifeofrileynyc.com/,Not found
Counter & Bodega,https://counterandbodega.com/,https://www.opentable.com/restaurant/profile/1030387?ref=1068
The Lounge at Le Zie,https://lezie.com/pages/the-lounge,Not found
Barcade,Not found,Not found
Craft+Carry Chelsea,https://www.craftandcarry.beer/,Not found
Coby Club,https://www.cobyclubnyc.com/,https://resy.com/cities/ny/coby-club
Bounce Sporting Club,https://www.bouncesportingclub.com/,https://www.bouncesportingclub.com/contact-new-york/
Tappo NYC Thin Crust Pizza,https://www.nycthincrust.com/location/tappo-thin-crust/,https://resy.com/cities/ny/tappo
IPO Wines,http://ipowines-build.com/,Not found
Mista Oh,https://www.mrmistaohnyc.com/,https://www.opentable.com/restaurant/profile/1144366?ref=1068
The Sentry - Flatiron,https://www.thesentrynyc.com/sentry-flatiron?utm_source=ExtNet&utm_medium=Yext,https://resy.com/cities/ny/the-sentry-flatiron
The Overlook Bar,https://speakeasymagick.com/,Not found
The Macallan Gallery,Not found,Not found
Ploume,Not found,Not found
The Ivory Peacock,Not found,https://www.opentable.com/restaurant/profile/1246276?ref=1068
La Compagnie Wine Bar Flatiron,https://www.compagniedesvinssurnaturels.com/nyc-flat-iron,https://resy.com/cities/ny/la-compagnie-wine-bar-flatiron
The Evelyn,https://www.theevelyn.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,Not found
Museum of Sex,Not found,Not found
ilili Restaurant,https://www.ililirestaurants.com/location/ilili-nyc/,https://www.opentable.com/restaurant/profile/15550?ref=1068
Manzo,https://www.eataly.com/us_en/stores/new-york/nyc-manzo/,Not found
Izakaya NoMad,https://www.izakayanomad.com/,https://resy.com/cities/ny/izakaya-nomad
SERRA by Birreria,https://www.eataly.com/us_en/stores/nyc-flatiron/serra-by-birreria/,https://www.eataly.com/us_en/stores/nyc-flatiron/serra-by-birreria/
Vin Sur Vingt Wine Bar - NOMAD,https://vsvwinebars.com/,Not found
Apotheke NoMad,http://www.apothekemixology.com/,https://resy.com/cities/ny/apotheke-nomad
Terraza New York,,Not found
Todo cortadoras,Not found,Not found
Club,Not found,Not found
BLACKBARN Restaurant,http://blackbarnrestaurant.com/,http://blackbarnrestaurant.com/#reservation
Bar at The Museum of Sex,Not found,Not found
The Tusk Bar,https://www.thetuskbar.com/,https://www.opentable.com/restaurant/profile/1331476?ref=1068
Dos Caminos - CLOSED,Not found,https://booking.landrysinc.com/?rid=30496
The Churchill Tavern,http://www.thechurchillny.com/,Not found
Tavern 29,http://tavern29.com/,https://www.opentable.com/restaurant/profile/79678?ref=1068
Tarallucci e Vino NoMad,http://www.taralluccievino.net/nomad/,https://www.opentable.com/restaurant/profile/261748?ref=1068
Penthouse on Park,https://www.royaltonrooftop.com/,https://www.opentable.com/restref/client/?restref=1220269&lang=en-US&ot_source=Restaurant%20website&corrid=9c8537c4-db4b-4ebd-8f47-42c133e11a8f
Upland,https://uplandnyc.com/?utm_source=Google+My+Business&utm_medium=Website+Button,https://uplandnyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Reservations&utm_campaign=MapLabs
Turnmill Bar,http://turnmillnyc.com/,https://www.turnmillnyc.com/private-parties/
Tipsy Nomad,https://tipsynomadnyc.com/,Not found
John Devoy's Bar & Kitchen,https://johndevoysnyc.com/,Not found
Simona Rooftop,Not found,https://www.opentable.com/restaurant/profile/1316842?ref=1068
The Ivy Room,https://www.royaltonparkavenue.com/ivy-room/,https://www.opentable.com/restaurant/profile/1267852?ref=1068
J.Bespoke,http://jbespoke.com/,https://resy.com/cities/ny/j-bespoke
Penelope,http://www.penelopenyc.com/,Not found
Dhaba,https://www.dhabanyc.com/,https://resy.com/cities/ny/dhaba-indian-cuisine
Sally's Bar,http://sallysbarnyc.com/,Not found
Chote Nawab,http://www.chotenawabnyc.com/,Not found
Coppola's East,http://coppolas-nyc.com/,https://resy.com/cities/ny/coppolas-east
Hummus Kitchen,Not found,Not found
BIgBar,Not found,Not found
"Blue Mountain (Sushi, Bar&Lounge)",https://order.mealkeyway.com/merchant/3358303878434a504f374a744c5872572b72383871773d3d/main,Not found
KLOUD,,Not found
Tara Rose,Not found,http://tararosenyc.com/
Jack Diamonds,https://www.jackdiamondsnyc.com/,Not found
Fumo Kips Bay,https://fumorestaurant.com/,https://www.opentable.com/restaurant/profile/1227352?ref=1068
The Factory 380,http://www.thefactory380.com/,https://resy.com/cities/ny/factory-380
Norma,Not found,Not found
Bella Union | Rooftop Bar,http://www.bellaunionnyc.com/,https://resy.com/cities/ny/bella-union
Sorella Coffee & Wine,Not found,Not found
Craft+Carry Murray Hill,https://www.craftandcarry.beer/murray-hill,Not found
Paddy Reilly's Music Bar,https://www.paddyreillysmusicbar.com/,Not found
Fáilte,,Not found
Banter NYC - Murray Hill,Not found,https://resy.com/cities/ny/banter-murray-hill
Banc Cafe,http://banccafe.com/,https://resy.com/cities/ny/banc-cafe
The Crooked Knife,https://crookedknifenyc.com/,Not found
Ostrica Wine & Oyster Bar,http://ostricanyc.com/,https://www.opentable.com/restaurant/profile/1263628?ref=1068
Terrone,http://www.terrone.nyc/,https://www.opentable.com/restaurant/profile/1359595?ref=1068
"Gamehaus New York - Sports Bar, Beer Hall, Food & Games",https://www.gamehausny.com/,https://www.opentable.com/restaurant/profile/1246660?ref=1068
Dominie's Hoek,https://www.facebook.com/pages/Dominies-Hoek/146214362065532,Not found
Jackson's Eatery | Bar,http://jacksonslic.com/,https://www.opentable.com/restaurant/profile/348535?ref=1068
Domaine Bar a Vins,http://www.domainewinebar.com/,Not found
Communial Wine,Not found,Not found
P J Leahy's,,Not found
LuluLala,,Not found
HUPO琥珀,Not found,Not found
Jora,http://www.jorany.com/,https://resy.com/cities/ny/jora
District Sporting lounge,http://www.districtsportinglounge.com/,Not found
SoleLuna,http://www.solelunanyc.com/,Not found
Ida's Nearabout,https://idasnearabout.com/sunnyside-idas-nearabout-idas-nearabout-food-menu,Not found
Maggie Mae's Bar,http://www.maggiemaesbar.com/,Not found
The Courtyard Ale House,http://www.courtyardalehouse.com/,Not found
Seoul Bystro,Not found,Not found
Sweet Avenue,http://sweetavenuenyc.com/,Not found
Brookside Market Cafe & Bistro,https://brooksidemarketnyc.com/,Not found
The Goat Bar,http://thegoatbarnyc.com/,Not found
Mc Guinness's Saloon,,Not found
Chihuahua Restaurante,,Not found
Pelicana Chicken,Not found,Not found
El Potrero Sport Bar,,Not found
El Rodeo,Not found,Not found
Dream Gentlemen's Club NYC,https://www.dreamgentlemensclub.com/,Not found
The Weekender,https://www.theweekender.store/,Not found
Charlies Sports Bar,Not found,Not found
Adobo Llc,Not found,Not found
Brass Monkey,http://www.brassmonkeynyc.com/,Not found
The Standard Grill,http://www.thestandardgrill.com/,http://www.thestandardgrill.com/reservations/
Le Bain,http://www.lebainnewyork.com/,https://resy.com/cities/ny/le-bain
The Standard Biergarten,http://www.standardhotels.com/new-york/features/biergarten-nyc,Not found
Studio Bar,Not found,https://resy.com/cities/ny/whitney-studio-bar
Terraza Standard Hotel,https://www.standardhotels.com/new-york/features/le-bain,Not found
Pastis,https://pastisnyc.com/?utm_source=Google%20My%20Business&utm_medium=Website%20Button,https://pastisnyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Reservations&utm_campaign=MapLabs
Serafina Italian Restaurant Meatpacking,https://www.serafinarestaurant.com/location/serafina-meatpacking/,https://www.opentable.com/restaurant/profile/87394?ref=1068
The Chester,https://www.gansevoorthotelgroup.com/gansevoort-meatpacking-nyc/eat-drink/the_chester,https://www.opentable.com/restaurant/profile/1012510?ref=1068
Betaworks,Not found,Not found
Carte Blanche Cafe,Not found,Not found
Kobrick Coffee Co.,https://www.kobricks.com/,Not found
Common Ground Bar,http://commongroundnyc.com/,http://www.commongroundbar.com/
Gansevoort Rooftop,https://www.gansevoorthotelgroup.com/gansevoort-meatpacking-nyc/eat-drink/gansevoort-rooftop,Not found
Coffee + Cocktails,https://www.gansevoorthotelgroup.com/gansevoort-meatpacking-nyc/eat-drink/coffee-cocktails,https://www.opentable.com/restaurant/profile/1189288?ref=1068
&HOLIDAY,Not found,Not found
KREWE Flagship,Not found,Not found
Arriviamo Bar,,Not found
Banter NYC - West Village,http://www.banternyc.com/,Not found
Chelsea Ristorante Italiano,http://www.chrnyc.com/,http://www.chrnyc.com/#reservations
McKenna's Pub,http://mckennasnyc.com/,Not found
Gadfly Bar,https://gadflybar.com/,Not found
Grace's,http://gracesnyc.com/,Not found
Chelsea Living Room,https://www.chelsealivingroomnyc.com/,https://resy.com/cities/ny/chelsea-living-room
The One Trick Pony,Not found,Not found
Coppelia,http://ilovecoppelia.com/,Not found
Flannerys Bar,,Not found
Bar B,Not found,Not found
Motel Morris,http://www.motelmorris.com/,https://resy.com/cities/ny/motel-morris
Café Riazor,http://www.caferiazor.com/,Not found
District Local,http://districtlocalnyc.com/,https://www.opentable.com/restaurant/profile/1045210?ref=1068
KP Billiards,Not found,Not found
Boqueria Flatiron,https://boqueriarestaurant.com/tapas-bar-nyc-flatiron/,https://boqueriarestaurant.com/tapas-bar-nyc-flatiron/
The Altman Building,http://www.altmanbldg.com/,Not found
Shiraz Kitchen & Wine Bar,https://www.shirazkitchen.com/,https://www.opentable.com/restaurant/profile/1070116?ref=1068
Slate NY,http://www.slate-ny.com/,https://slate-ny.com/special-events/#frameForm
Sagaponack,http://saganewyork.com/,https://resy.com/cities/ny/sagaponack
Taj Lounge & Event Space,http://www.tajlounge.com/,Not found
COTE Korean Steakhouse,https://www.cotekoreansteakhouse.com/,https://resy.com/cities/ny/cote-nyc
Boxers NYC,Not found,Not found
Rock Star Karaoke,Not found,Not found
HALL,http://www.hall.nyc/,Not found
Shinji's,Not found,https://resy.com/cities/ny/shinji
Undercote,https://www.cotekoreansteakhouse.com/locations/location-undercote,Not found
Harding's,http://www.hardingsnyc.com/,https://resy.com/cities/ny/hardings
Society Billiards + Bar,http://societybilliards.com/,Not found
The Clocktower,https://theclocktowernyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,https://theclocktowernyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Reservations&utm_campaign=MapLabs
SPIN New York Flatiron,https://wearespin.com/location/new-york/,https://wearespin.com/location/new-york/advanced-reservations/?utm_content=location
Obicà Mozzarella Bar - Flatiron,http://obica.com/,https://www.opentable.com/restaurant/profile/146161?ref=1068
Mangia 23rd - Downtown Italian Food Events & Corporate Catering,Not found,http://www.mangia.nyc/
Chica & The Don,https://www.chicadon.com/,https://www.chicadon.com/visit
Lobby Bar at the Edition,https://www.editionhotels.com/new-york/restaurants-and-bars/lobby-bar/,Not found
Thyme Bar,https://thymebarnyc.com/,https://resy.com/cities/ny/thyme-bar
Bar at Eleven Madison Park,Not found,Not found
Party Aid,Not found,Not found
Gotham Winery,http://www.gothamwinery.com/,Not found
Stretch Pizza,https://www.stretchpizzanyc.com/,https://resy.com/cities/ny/stretch-pizza
Asylum NYC,http://asylumnyc.com/,Not found
Georgia Room,http://www.georgiaroomnyc.com/,Not found
Broken Shaker at Freehand New York,https://www.brokenshaker.com/,https://resy.com/cities/ny/broken-shaker-new-york
DOM,Not found,https://www.sevenrooms.com/events/domlounge/jakob-trummer
Hawksmoor NYC,http://hawksmoornyc.com/?y_source=1_MjU3MzY3NDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.hawksmoornyc.com/reservations/?y_source=1_MjU3MzY3NDctNzE1LWxvY2F0aW9uLnJlc2VydmF0aW9uX3VybA%3D%3D
Bar Calico,https://barcaliconyc.com/,https://resy.com/cities/ny/bar-calico
Bluestone Lane Madison Avenue Coffee Shop,Not found,Not found
Fitzgerald's Pub,http://www.fitzgeraldspub.nyc/,Not found
Abbey Tavern,http://abbeytavernnyc.com/,Not found
AWOL Bar & Grill,https://www.goawolnyc.com/,Not found
Handcraft Kitchen & Cocktails,https://www.handcraftnyc.com/,https://resy.com/cities/ny/handcraft-kitchen-cocktails-nyc
The Gem Saloon,Not found,https://resy.com/cities/ny/the-gem-saloon
Sucker Punch Sports Bar,http://suckerpunchsportsbar.com/,https://resy.com/cities/ny/sucker-punch
Smoke N Beer Shop,Not found,Not found
Sundays Well,http://www.sundayswellnyc.com/,https://resy.com/cities/ny/sundays-well
